datetime,cpu,mem
Wed Sep 25 13:36:55 GMT 2019,0.1,36527
Wed Sep 25 13:37:01 GMT 2019,0.1,45233
Wed Sep 25 13:37:28 GMT 2019,0.1,11723
Wed Sep 25 13:37:33 GMT 2019,0.1,31855
Wed Sep 25 13:37:39 GMT 2019,0.1,45166
Wed Sep 25 13:38:06 GMT 2019,0.1,10498
Wed Sep 25 13:38:11 GMT 2019,0.1,16721
Wed Sep 25 13:38:17 GMT 2019,30,45259
Wed Sep 25 13:38:43 GMT 2019,36,11811
Wed Sep 25 13:38:49 GMT 2019,36,28157
Wed Sep 25 13:38:54 GMT 2019,0.1,45073
Wed Sep 25 13:39:20 GMT 2019,0.1,11971
Wed Sep 25 13:39:25 GMT 2019,0.1,32885
Wed Sep 25 13:39:31 GMT 2019,23,36860
Wed Sep 25 13:39:58 GMT 2019,26,11885
Wed Sep 25 13:40:03 GMT 2019,26,31589
Wed Sep 25 13:40:09 GMT 2019,0.1,45159
Wed Sep 25 13:40:35 GMT 2019,0.1,11913
Wed Sep 25 13:40:40 GMT 2019,0.1,32249
Wed Sep 25 13:40:46 GMT 2019,21,45037
Wed Sep 25 13:41:12 GMT 2019,31,11904
Wed Sep 25 13:41:18 GMT 2019,31,31647
Wed Sep 25 13:41:23 GMT 2019,0.1,45056
Wed Sep 25 13:41:49 GMT 2019,0.1,11984
Wed Sep 25 13:41:55 GMT 2019,0.1,32262
Wed Sep 25 13:42:00 GMT 2019,21,45162
Wed Sep 25 13:42:27 GMT 2019,27,11851
Wed Sep 25 13:42:33 GMT 2019,27,31746
Wed Sep 25 13:42:38 GMT 2019,0.1,45045
Wed Sep 25 13:43:04 GMT 2019,11,11951
Wed Sep 25 13:43:09 GMT 2019,0.1,31648
Wed Sep 25 13:43:15 GMT 2019,0.1,36887
Wed Sep 25 13:43:41 GMT 2019,26,11931
Wed Sep 25 13:43:47 GMT 2019,26,25733
Wed Sep 25 13:43:53 GMT 2019,0.1,45262
Wed Sep 25 13:44:18 GMT 2019,0.1,11888
Wed Sep 25 13:44:24 GMT 2019,0.1,35932
Wed Sep 25 13:44:29 GMT 2019,0.1,45045
Wed Sep 25 13:44:56 GMT 2019,0.1,11866
Wed Sep 25 13:45:02 GMT 2019,0.1,33848
Wed Sep 25 13:45:07 GMT 2019,0.1,45095
Wed Sep 25 13:45:33 GMT 2019,0.1,11870
Wed Sep 25 13:45:39 GMT 2019,0.1,32576
Wed Sep 25 13:45:44 GMT 2019,21,45096
Wed Sep 25 13:46:11 GMT 2019,26,11877
Wed Sep 25 13:46:16 GMT 2019,26,33002
Wed Sep 25 13:46:22 GMT 2019,0.1,45169
Wed Sep 25 13:46:47 GMT 2019,0.1,11904
Wed Sep 25 13:46:53 GMT 2019,0.1,32457
Wed Sep 25 13:46:58 GMT 2019,23,36853
Wed Sep 25 13:47:25 GMT 2019,29,11885
Wed Sep 25 13:47:30 GMT 2019,29,30446
Wed Sep 25 13:47:36 GMT 2019,0.1,45071
Wed Sep 25 13:48:02 GMT 2019,0.1,11900
Wed Sep 25 13:48:07 GMT 2019,0.1,32641
Wed Sep 25 13:48:13 GMT 2019,22,45095
Wed Sep 25 13:48:38 GMT 2019,29,11892
Wed Sep 25 13:48:44 GMT 2019,29,29174
Wed Sep 25 13:48:50 GMT 2019,0.1,36910
Wed Sep 25 13:49:16 GMT 2019,0.1,11892
Wed Sep 25 13:49:22 GMT 2019,0.1,32513
Wed Sep 25 13:49:28 GMT 2019,0.1,45285
Wed Sep 25 13:49:54 GMT 2019,0.1,11802
Wed Sep 25 13:50:00 GMT 2019,0.1,33116
Wed Sep 25 13:50:05 GMT 2019,0.1,45172
Wed Sep 25 13:50:31 GMT 2019,0.1,11850
Wed Sep 25 13:50:37 GMT 2019,0.1,33733
Wed Sep 25 13:50:42 GMT 2019,0.1,36954
Wed Sep 25 13:51:08 GMT 2019,47,11904
Wed Sep 25 13:51:13 GMT 2019,0.1,33794
Wed Sep 25 13:51:19 GMT 2019,0.1,45122
Wed Sep 25 13:51:44 GMT 2019,0.1,11961
Wed Sep 25 13:51:50 GMT 2019,24,33482
Wed Sep 25 13:51:55 GMT 2019,24,37145
Wed Sep 25 13:52:21 GMT 2019,0.1,11826
Wed Sep 25 13:52:26 GMT 2019,0.1,33759
Wed Sep 25 13:52:32 GMT 2019,0.1,36973
Wed Sep 25 13:52:58 GMT 2019,0.1,11844
Wed Sep 25 13:53:04 GMT 2019,0.1,33431
Wed Sep 25 13:53:09 GMT 2019,0.1,45224
Wed Sep 25 13:53:35 GMT 2019,0.1,11964
Wed Sep 25 13:53:40 GMT 2019,21,33913
Wed Sep 25 13:53:46 GMT 2019,21,45085
Wed Sep 25 13:54:13 GMT 2019,25,11916
Wed Sep 25 13:54:18 GMT 2019,0.1,33290
Wed Sep 25 13:54:24 GMT 2019,0.1,45373
Wed Sep 25 13:54:50 GMT 2019,0.1,11818
Wed Sep 25 13:54:55 GMT 2019,21,33805
Wed Sep 25 13:55:01 GMT 2019,21,45054
Wed Sep 25 13:55:28 GMT 2019,30,11887
Wed Sep 25 13:55:33 GMT 2019,0.1,32983
Wed Sep 25 13:55:39 GMT 2019,0.1,45328
Wed Sep 25 13:56:04 GMT 2019,0.1,10558
Wed Sep 25 13:56:10 GMT 2019,21,33699
Wed Sep 25 13:56:16 GMT 2019,21,45141
Wed Sep 25 13:56:43 GMT 2019,29,11831
Wed Sep 25 13:56:48 GMT 2019,0.1,33470
Wed Sep 25 13:56:54 GMT 2019,0.1,45162
Wed Sep 25 13:57:19 GMT 2019,0.1,11936
Wed Sep 25 13:57:25 GMT 2019,21,33736
Wed Sep 25 13:57:31 GMT 2019,21,45078
Wed Sep 25 13:57:57 GMT 2019,26,11943
Wed Sep 25 13:58:03 GMT 2019,0.1,33780
Wed Sep 25 13:58:08 GMT 2019,0.1,45291
Wed Sep 25 13:58:34 GMT 2019,0.1,11775
Wed Sep 25 13:58:40 GMT 2019,21,33959
Wed Sep 25 13:58:45 GMT 2019,21,45133
Wed Sep 25 13:59:12 GMT 2019,26,11856
Wed Sep 25 13:59:18 GMT 2019,0.1,33502
Wed Sep 25 13:59:24 GMT 2019,0.1,45198
Wed Sep 25 13:59:49 GMT 2019,0.1,11884
Wed Sep 25 13:59:55 GMT 2019,0.1,33388
Wed Sep 25 14:00:00 GMT 2019,0.1,45176
Wed Sep 25 14:00:27 GMT 2019,0.1,11877
Wed Sep 25 14:00:33 GMT 2019,0.1,33527
Wed Sep 25 14:00:38 GMT 2019,0.1,45275
Wed Sep 25 14:01:04 GMT 2019,0.1,11857
Wed Sep 25 14:01:10 GMT 2019,20,33428
Wed Sep 25 14:01:15 GMT 2019,20,45154
Wed Sep 25 14:01:42 GMT 2019,27,11886
Wed Sep 25 14:01:48 GMT 2019,0.1,33625
Wed Sep 25 14:01:53 GMT 2019,0.1,45347
Wed Sep 25 14:02:20 GMT 2019,0.1,11843
Wed Sep 25 14:02:26 GMT 2019,0.1,32698
Wed Sep 25 14:02:31 GMT 2019,0.1,45257
Wed Sep 25 14:02:57 GMT 2019,0.1,11679
Wed Sep 25 14:03:03 GMT 2019,0.1,32441
Wed Sep 25 14:03:08 GMT 2019,0.1,29929
Wed Sep 25 14:03:35 GMT 2019,0.1,11864
Wed Sep 25 14:03:40 GMT 2019,27,32610
Wed Sep 25 14:03:46 GMT 2019,27,29693
Wed Sep 25 14:04:11 GMT 2019,27,11955
Wed Sep 25 14:04:17 GMT 2019,0.1,33760
Wed Sep 25 14:04:23 GMT 2019,0.1,37018
Wed Sep 25 14:04:48 GMT 2019,25,11845
Wed Sep 25 14:04:54 GMT 2019,0.1,33913
Wed Sep 25 14:04:59 GMT 2019,0.1,36984
Wed Sep 25 14:05:26 GMT 2019,0.1,11881
Wed Sep 25 14:05:31 GMT 2019,0.1,33566
Wed Sep 25 14:05:37 GMT 2019,0.1,45199
Wed Sep 25 14:06:02 GMT 2019,0.1,11884
Wed Sep 25 14:06:08 GMT 2019,20,33887
Wed Sep 25 14:06:13 GMT 2019,20,45145
Wed Sep 25 14:06:39 GMT 2019,29,11848
Wed Sep 25 14:06:45 GMT 2019,0.1,33455
Wed Sep 25 14:06:50 GMT 2019,0.1,36920
Wed Sep 25 14:07:17 GMT 2019,0.1,11863
Wed Sep 25 14:07:22 GMT 2019,0.1,33526
Wed Sep 25 14:07:28 GMT 2019,0.1,45239
Wed Sep 25 14:07:54 GMT 2019,0.1,11917
Wed Sep 25 14:07:59 GMT 2019,22,33622
Wed Sep 25 14:08:05 GMT 2019,22,45122
Wed Sep 25 14:08:30 GMT 2019,0.1,12008
Wed Sep 25 14:08:36 GMT 2019,0.1,33323
Wed Sep 25 14:08:41 GMT 2019,0.1,36907
Wed Sep 25 14:09:07 GMT 2019,26,11903
Wed Sep 25 14:09:13 GMT 2019,0.1,33379
Wed Sep 25 14:09:18 GMT 2019,0.1,45138
Wed Sep 25 14:09:45 GMT 2019,0.1,11914
Wed Sep 25 14:09:50 GMT 2019,23,33654
Wed Sep 25 14:09:56 GMT 2019,23,45154
Wed Sep 25 14:10:23 GMT 2019,29,11756
Wed Sep 25 14:10:28 GMT 2019,28,33592
Wed Sep 25 14:10:34 GMT 2019,28,45084
